# The map name is '$mapname'
# The waypoints are from the optimal race line.
s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.0;-1.5898335977171094;0.030274446051474335;-0.2111550790226635;0.13389409959448012;7.389868617094494;4.476908298104538
0.09986890632010943;-1.4920496578784437;0.009989949924319366;-0.19799844966212388;0.1295945828100503;7.450125237119999;4.5923642356515995
0.19973781264021886;-1.394006456653551;-0.009028249604082722;-0.18526922629933718;0.12532290098462262;7.5114336072449275;4.710960434110968
0.2996067189603283;-1.2957366982228362;-0.02681717034617017;-0.17296537327412187;0.12108419238726052;7.57380959416016;4.832542710290185
0.39947562528043773;-1.1972561623098605;-0.04341694905945784;-0.161083347902778;0.11686901593550098;7.637266086698583;4.930866762969743
0.49934453160054715;-1.0985903895577325;-0.058865927159491974;-0.14962236546156427;0.11265517266107866;7.701474782188942;4.893825341847909
0.5992134379206566;-0.999756142159261;-0.0732040035247662;-0.13858123521747978;0.10845952728085786;7.764676154864167;4.857333906647609
0.699082344240766;-0.9007724339779289;-0.08647070908838701;-0.12795886336056994;0.10426803722761888;7.826901624505903;4.821375770003844
0.7989512505608755;-0.8016566093489199;-0.09870588915840067;-0.11775448075397921;0.10009062884032269;7.888181038104429;4.785935071504741
0.8988201568809849;-0.7024220479942194;-0.1099498821017303;-0.10796711142035686;0.09591317994704414;7.948542777926702;4.750996721116791
0.9986890632010943;-0.6030863092630147;-0.12024261745457086;-0.09859662267744129;0.09174620442343398;8.00801386021949;4.716546347502205
1.0985579695212038;-0.5036578686084343;-0.1296250106652413;-0.08964213046453473;0.08757697287026424;8.066620025520836;4.682570250719685
1.1984268758413132;-0.4041542008441273;-0.13813716714829546;-0.08110391472091072;0.08341528646549541;8.124385821435776;4.649055358860905
1.2982957821614227;-0.30457957336634;-0.14582039234827537;-0.0729811890746963;0.07924993452105782;8.181334678630916;4.615989188231966
1.398164688481532;-0.20495111527278737;-0.15271501911993085;-0.06527451168121345;0.07508964760493039;8.237488980714765;4.583359806728972
1.4980335948016414;-0.10526953092010047;-0.15886260309733016;-0.05798322137016143;0.0709246250662269;8.292870128594583;4.551155800102529
1.597902501121751;-0.005551389081477229;-0.16430372934339954;-0.05110805095865345;0.06676273186898339;8.347498599834184;4.519366240832937
1.6977714074418604;0.09420558723359289;-0.1690801046749182;-0.044648464627961904;0.06259548139154965;8.401394003479284;4.487980659378525
1.7976403137619699;0.19398550597309128;-0.17323256668840878;-0.038605284039287424;0.058429876119753116;8.454575130766392;4.456989017574937
1.8975092200820791;0.2937931464906408;-0.17680290749851174;-0.032978092522259805;0.05425863808006741;8.507060002086822;4.426381683993196
1.9973781264021886;0.3936133364318859;-0.1798322026058977;-0.02776773842094582;0.05008788920738762;8.558865910538438;4.396149411084448
2.097247032722298;0.4934529364707792;-0.18236228715376795;-0.022973920763961653;0.04591147262087098;8.610009462363358;4.366283313952624
2.1971159390424075;0.5932974783024563;-0.18443445220298366;-0.01859746518420713;0.04173472441568353;8.66050661453953;4.336774850617605
2.296984845362517;0.6931555358996359;-0.18609055135148553;-0.014638172112406922;0.03755254425824537;8.71037270976727;4.307615803641137
2.3968537516826265;0.7930132805544213;-0.18737206402723972;-0.011096806588431818;0.03336943546257767;8.759622509068079;4.278798263003541
2.496722658002736;0.8928806979406106;-0.18832085085058492;-0.007973263626986693;0.02918127238174358;8.80827022219194;0.2493463637601658
2.5965915643228454;0.9927444127775228;-0.1889785506010318;-0.005268220668499524;0.024991529394976703;8.81109687862076;-10.358367829404271
2.6964604706429545;1.0926155740216037;-0.18938703832580486;-0.0029819158973347637;0.020792862232000303;8.692897702818806;-10.719714638525886
2.796329376963064;1.1924812429814862;-0.18958812496533844;-0.0011151342141400011;0.016591407293946724;8.568858623973556;-11.064783032600012
2.8961982832831734;1.2923535796475123;-0.18962376422165736;0.0003312063537261878;0.012372119703416777;8.43891477367652;-11.393704062976042
2.996067189603283;1.3922191124864167;-0.18953600754510314;0.0013563717994056201;0.008235309086904239;8.302983140412067;-11.698573924558858
3.0959360959233924;1.4920913922666548;-0.18936482957329778;0.002017910064137318;0.0050120564541969856;8.161058844492285;-11.923611059341205
3.195805002243502;1.591956449999614;-0.18914367631342047;0.002357714195421634;0.0018487295963026066;8.013818407694313;-12.12956745226667
3.2956739085636113;1.691827670150077;-0.18890323358987388;0.002414817928266144;-0.0007053772354454975;7.861205518259427;-12.034416698482259
3.395542814883721;1.7916935305844974;-0.1886698396328006;0.0022166769668805486;-0.0032863766698369764;7.706803755939079;-11.872302736800611
3.4954117212038303;1.8915640616097729;-0.1884695336558976;0.001747710687904025;-0.006105213398379474;7.5513890346681025;-11.757695107536946
3.5952806275239397;1.9914310542690796;-0.1883301142218117;0.0010005777011996564;-0.008297562235069831;7.394255882131455;-11.757545310462053
3.695149533844049;2.091301769718653;-0.18826652594217083;0.00032330693877291594;-0.0052652671386978515;7.233712301999968;-11.926699550538642
3.7950184401641582;2.1911676446949904;-0.18825540145995662;-3.754669142663758e-05;0.00011726932403028946;7.067133845333907;-11.061906334754587
3.8948873464842677;2.2910311200342286;-0.18821966559728726;0.001142731732570068;0.02351798817826069;6.909044782958723;-10.077050734653168
3.994756252804377;2.390901059648894;-0.18794941435160684;0.004652823228148861;0.04592312966774162;6.761814234458457;-9.476574880787352
4.094625159124487;2.490749436794929;-0.1872300875199279;0.010013543850458717;0.06143976259193375;6.62037018627473;-8.932258879754729
4.194494065444596;2.590625406863051;-0.18589772242058622;0.016921991243844303;0.0768287807485771;6.484226365013557;-8.449543257214152
4.294362971764706;2.6904549351182143;-0.18380024021908495;0.0253429350764518;0.09184097739148318;6.352755171162514;-7.977817096136208
4.394231878084815;2.790297975718146;-0.1807860371956187;0.035272409252779635;0.10762654257137161;6.226076334924434;-7.360215452546666
4.4941007844049246;2.890074585108998;-0.17669392527017055;0.047050821326041437;0.12827714157396378;6.106874257200132;-6.797974627024939
4.593969690725034;2.989808157523512;-0.17132295848458498;0.06089386394658014;0.14862348003184483;5.994672685882691;-6.349602969124811
4.6938385970451435;3.089438324213539;-0.1644757663639641;0.07664594517382373;0.16685251585171512;5.887940624928309;-5.980642662233391
4.793707503365253;3.188948404678958;-0.15596872996092895;0.09421284838178745;0.1836915494034443;5.785610107771166;-5.927409102773223
4.8935764096853624;3.288288956269431;-0.145647881421621;0.1129687685748435;0.19193371461616346;5.682372443824168;-5.865305828883434
4.993445316005472;3.387404501695304;-0.13342566624106184;0.13256329415856083;0.20100983466274747;5.578336063164816;-5.706308130994392
5.093314222325581;3.486280384532968;-0.11920793752882365;0.15327931938379336;0.21380904620620622;5.475223075754012;-5.555462144992703
5.193183128645691;3.584785371927945;-0.1028893869806697;0.17528288737360231;0.22710407051419207;5.37293512637393;-5.393393166385422
5.2930520349658;3.6829517825439826;-0.08432875869941414;0.19869271407299216;0.24158909068135787;5.271732857273812;-5.240878475812196
5.392920941285909;3.780568809631637;-0.06342059245790233;0.22355073519511737;0.2565965050362148;5.1714955008574055;-5.078850702767293
5.492789847606018;3.8776930153630427;-0.039998428931019014;0.24999707507748803;0.27285801645150126;5.072467563749561;-4.922992445606195
5.592658753926128;3.9740621324480614;-0.013960236765334477;0.2780637007883362;0.28984459334522605;4.974597415124334;-4.728507818156591
5.692527660246237;4.069714559420489;0.014882469421103637;0.30799317370744705;0.3093630190257493;4.878745497964711;-4.545847123145522
5.792396566566347;4.1643526690490695;0.04664044833305341;0.3398690854400921;0.3294574396830954;4.784786314239855;-4.35812766540963
5.892265472886456;4.257965072594784;0.08152207071597196;0.37384776847619383;0.3508499141474032;4.6929412084364825;-4.184845043077001
5.992134379206566;4.350230868118525;0.11963425338180275;0.4099596774483041;0.37271703928653716;4.603023505338508;-4.015651086590757
6.092003285526675;4.441073299536508;0.16118147784136133;0.4483269101662255;0.39552911169016564;4.5150579205960195;-3.85847487950786
6.191872191846785;4.530150179353944;0.206256923977075;0.4889800272012099;0.4189307458534796;4.428889781172785;-3.7081133151253223
6.291741098166894;4.617308943606477;0.2550447189833818;0.5320316822420197;0.44318472109216356;4.3444693866100055;-3.561425270835367
6.391610004487004;4.702181896236944;0.307615918323443;0.5775267430910183;0.4684666960956464;4.2618145147006645;-3.4013224964459434
6.491478910807113;4.784535208739142;0.3641227716699989;0.6256686414683299;0.4956771944453005;4.1813502893430465;-3.2612865739163484
6.591347817127223;4.8639674868210845;0.42461799256344196;0.6765510371900654;0.5230295632097474;4.102717147881659;-3.141145313634655
6.691216723447332;4.940156003448366;0.48919829684260385;0.730149952716329;0.5505439519761169;4.02552884741766;-2.967343762414345
6.791085629767442;5.012637926186054;0.5578299798521782;0.7866134678873685;0.582430097431945;3.9512266132095633;-2.7312928737863436
6.890954536087551;5.081018572645797;0.6305737464067038;0.8466067043963608;0.6190462190957793;3.881578195096115;-2.5327860575625563
6.9908234424076605;5.1447925014387605;0.707422861974095;0.9101965753283874;0.6540528048105644;3.815855885331943;-2.255243671598898
7.09069234872777;5.203415227143086;0.7882842983949923;0.9774824692268244;0.6944788762686155;3.7563677535202227;-1.8686190348169243
7.1905612550478795;5.256291284961969;0.873026760682495;1.0491895766262058;0.7413873556294611;3.7063546539712515;-1.394963439364273
7.290430161367989;5.302733675268028;0.9614211209516513;1.1257229510820106;0.7918500446376994;3.6685743654616925;-0.8840639287184017
7.390299067688098;5.342027911904984;1.0531594806599405;1.2073106008243808;0.8407921882687446;3.6444281965167495;-0.300259114072173
7.490167974008207;5.373499426579577;1.1478984601225322;1.293635488635959;0.8887428352449952;3.6361908339492115;-0.05107415572319481
7.5900368803283165;5.396454433375488;1.2450149608042105;1.3840624726103585;0.9082870516033833;3.6347877985860007;-0.05107415572318592
7.689905786648426;5.410531816859271;1.343855843422943;1.4745197166926534;0.9044457983192772;3.6333842214391625;0.008941349196718693
7.789774692968535;5.415640641701369;1.443529183398716;1.5643224986018938;0.8856734921351173;3.6336299792540343;0.2551749397561881
7.889643599288645;5.411926707907459;1.5433035498480692;1.651154548270033;0.853997305644073;3.640636607853244;0.6296804412642593
7.989512505608754;5.399736322963592;1.642347419910129;1.7347519506155473;0.8177002129563402;3.6578690387220845;1.0074414560942435
8.089381411928864;5.379491430631366;1.7401420973487651;1.8144546017042213;0.7788279891044613;3.6852720465719986;1.3700551395220266
8.189250318248973;5.351724462451015;1.836015115609602;1.8902711338046356;0.738310393216761;3.7222146464181223;1.7172360580140795
8.289119224569083;5.316940452874761;1.9296521473818622;1.962022752024817;0.6989550073836787;3.768007278127821;2.021434858359629
8.388988130889192;5.275728333155419;2.020583246973653;2.0300442734806095;0.6636572911504083;3.8212086864011594;2.2530704384213647
8.488857037209302;5.228557388070161;2.108628738647078;2.0946911498397474;0.6311724995590481;3.879646786258035;2.4416194503113937
8.588725943529411;5.175960063783755;2.193480818304942;2.156199216674076;0.6008204606859451;3.941997325522597;2.6035723289420516
8.68859484984952;5.118336958019179;2.2750681620773356;2.214765486587971;0.572127556795682;4.007414971831691;2.7499062982820366
8.78846375616963;5.056175203529221;2.35319298664749;2.2706017574483397;0.5468604061086567;4.075369311540392;2.853188898040422
8.88833266248974;4.989809395316866;2.427841371836361;2.3240693485265544;0.5239766884679741;4.144698388904693;2.9324441911955796
8.988201568809849;4.9196567855455955;2.4988874050097842;2.375295439015495;0.5019038147679388;4.2147650852008445;3.0153842058627665
